id, order, scheduledStopPointRef, forAlighting, forBoarding, journeyPatternRef
113984675240167004_17,18,113984675240167004_17,1,1,113984675240167004
113984675240167004_18,19,113984675240167004_18,1,1,113984675240167004
113984675240167004_19,20,113984675240167004_19,1,1,113984675240167004
113984675240167004_20,21,113984675240167004_20,1,1,113984675240167004
113984675240167004_21,22,113984675240167004_21,1,1,113984675240167004
113984675240167004_22,23,113984675240167004_22,1,1,113984675240167004
113984675240167004_23,24,113984675240167004_23,1,1,113984675240167004
113984675240167004_24,25,113984675240167004_24,1,1,113984675240167004
113984675240167004_25,26,113984675240167004_25,1,1,113984675240167004
113984675240167004_26,27,113984675240167004_26,1,1,113984675240167004
113984874240167004_1,2,113984874240167004_1,2,1,113984874240167004
113984874240167004_2,3,113984874240167004_2,1,1,113984874240167004
113984874240167004_3,4,113984874240167004_3,1,1,113984874240167004
113984874240167004_4,5,113984874240167004_4,1,1,113984874240167004
113984874240167004_5,6,113984874240167004_5,1,1,113984874240167004
113984874240167004_6,7,113984874240167004_6,1,1,113984874240167004
113984874240167004_7,8,113984874240167004_7,1,1,113984874240167004
113984874240167004_8,9,113984874240167004_8,1,1,113984874240167004
113984874240167004_9,10,113984874240167004_9,1,1,113984874240167004
113984874240167004_10,11,113984874240167004_10,1,1,113984874240167004
113984874240167004_11,12,113984874240167004_11,1,1,113984874240167004
113984874240167004_12,13,113984874240167004_12,1,1,113984874240167004
113984874240167004_13,14,113984874240167004_13,1,1,113984874240167004
113984874240167004_14,15,113984874240167004_14,1,1,113984874240167004
113984874240167004_15,16,113984874240167004_15,1,1,113984874240167004
113984874240167004_16,17,113984874240167004_16,1,1,113984874240167004
113984874240167004_17,18,113984874240167004_17,1,1,113984874240167004
113984874240167004_18,19,113984874240167004_18,1,1,113984874240167004
113984874240167004_19,20,113984874240167004_19,1,1,113984874240167004
113984874240167004_20,21,113984874240167004_20,1,1,113984874240167004
113461613238164502_1,2,113461613238164502_1,1,1,113461613238164502
113461613238164502_2,3,113461613238164502_2,1,1,113461613238164502
113461613238164502_3,4,113461613238164502_3,1,1,113461613238164502
113461613238164502_4,5,113461613238164502_4,1,1,113461613238164502
113461613238164502_5,6,113461613238164502_5,1,1,113461613238164502
113461613238164502_6,7,113461613238164502_6,1,1,113461613238164502
113461613238164502_7,8,113461613238164502_7,1,1,113461613238164502
113461613238164502_8,9,113461613238164502_8,1,1,113461613238164502
113461613238164502_9,10,113461613238164502_9,1,1,113461613238164502
113461613238164502_10,11,113461613238164502_10,1,1,113461613238164502
113461613238164502_11,12,113461613238164502_11,1,1,113461613238164502
113461613238164502_12,13,113461613238164502_12,1,1,113461613238164502
113461613238164502_13,14,113461613238164502_13,1,1,113461613238164502
113461613238164502_14,15,113461613238164502_14,1,1,113461613238164502
113461613238164502_15,16,113461613238164502_15,1,1,113461613238164502
113461613238164502_16,17,113461613238164502_16,1,1,113461613238164502
113461613238164502_17,18,113461613238164502_17,1,1,113461613238164502
113461613238164502_18,19,113461613238164502_18,1,2,113461613238164502
113464400238167502_1,2,113464400238167502_1,1,1,113464400238167502
113464400238167502_2,3,113464400238167502_2,1,1,113464400238167502
113464400238167502_3,4,113464400238167502_3,1,1,113464400238167502
113464400238167502_4,5,113464400238167502_4,1,1,113464400238167502
113464400238167502_5,6,113464400238167502_5,1,1,113464400238167502
113464400238167502_6,7,113464400238167502_6,1,2,113464400238167502
113984152240167004_1,2,113984152240167004_1,1,1,113984152240167004
113984152240167004_2,3,113984152240167004_2,1,1,113984152240167004
113984152240167004_3,4,113984152240167004_3,1,1,113984152240167004
113984152240167004_4,5,113984152240167004_4,1,1,113984152240167004
113984152240167004_5,6,113984152240167004_5,1,1,113984152240167004
113984152240167004_6,7,113984152240167004_6,1,1,113984152240167004
113984152240167004_7,8,113984152240167004_7,1,1,113984152240167004
113984152240167004_8,9,113984152240167004_8,1,1,113984152240167004
113984152240167004_9,10,113984152240167004_9,1,1,113984152240167004
113984152240167004_10,11,113984152240167004_10,1,1,113984152240167004
113984152240167004_11,12,113984152240167004_11,1,1,113984152240167004
113984152240167004_12,13,113984152240167004_12,1,1,113984152240167004
113984152240167004_13,14,113984152240167004_13,1,1,113984152240167004
113984152240167004_14,15,113984152240167004_14,1,1,113984152240167004
113984152240167004_15,16,113984152240167004_15,1,1,113984152240167004
113984152240167004_16,17,113984152240167004_16,1,1,113984152240167004
113984152240167004_17,18,113984152240167004_17,1,1,113984152240167004
113984152240167004_18,19,113984152240167004_18,1,1,113984152240167004
113984152240167004_19,20,113984152240167004_19,1,1,113984152240167004
113984152240167004_20,21,113984152240167004_20,1,1,113984152240167004
113984152240167004_21,22,113984152240167004_21,1,1,113984152240167004
113984152240167004_22,23,113984152240167004_22,1,1,113984152240167004
113984152240167004_23,24,113984152240167004_23,1,1,113984152240167004
113984152240167004_24,25,113984152240167004_24,1,1,113984152240167004
113984152240167004_25,26,113984152240167004_25,1,1,113984152240167004
113984152240167004_26,27,113984152240167004_26,1,1,113984152240167004
113984363240167004_1,2,113984363240167004_1,2,1,113984363240167004
113984363240167004_2,3,113984363240167004_2,1,1,113984363240167004
113984363240167004_3,4,113984363240167004_3,1,1,113984363240167004
113984363240167004_4,5,113984363240167004_4,1,1,113984363240167004
113984363240167004_5,6,113984363240167004_5,1,1,113984363240167004
113984363240167004_6,7,113984363240167004_6,1,1,113984363240167004
113984363240167004_7,8,113984363240167004_7,1,1,113984363240167004
113984363240167004_8,9,113984363240167004_8,1,1,113984363240167004
113984363240167004_9,10,113984363240167004_9,1,1,113984363240167004
113984363240167004_10,11,113984363240167004_10,1,1,113984363240167004
113984363240167004_11,12,113984363240167004_11,1,1,113984363240167004
113984363240167004_12,13,113984363240167004_12,1,1,113984363240167004
113984363240167004_13,14,113984363240167004_13,1,1,113984363240167004
113984363240167004_14,15,113984363240167004_14,1,1,113984363240167004
113984363240167004_15,16,113984363240167004_15,1,1,113984363240167004
113984363240167004_16,17,113984363240167004_16,1,1,113984363240167004
113984363240167004_17,18,113984363240167004_17,1,1,113984363240167004
113984363240167004_18,19,113984363240167004_18,1,1,113984363240167004
113984363240167004_19,20,113984363240167004_19,1,1,113984363240167004
113984363240167004_20,21,113984363240167004_20,1,1,113984363240167004
113984363240167004_21,22,113984363240167004_21,1,1,113984363240167004
113984363240167004_22,23,113984363240167004_22,1,1,113984363240167004
113984363240167004_23,24,113984363240167004_23,1,1,113984363240167004
113984363240167004_24,25,113984363240167004_24,1,1,113984363240167004
113984363240167004_25,26,113984363240167004_25,1,1,113984363240167004
113984363240167004_26,27,113984363240167004_26,1,1,113984363240167004
113984492240167004_1,2,113984492240167004_1,2,1,113984492240167004
113984492240167004_2,3,113984492240167004_2,1,1,113984492240167004
113984492240167004_3,4,113984492240167004_3,1,1,113984492240167004
113984492240167004_4,5,113984492240167004_4,1,1,113984492240167004
113984492240167004_5,6,113984492240167004_5,1,1,113984492240167004
113984492240167004_6,7,113984492240167004_6,1,1,113984492240167004
113984651240167004_1,2,113984651240167004_1,2,1,113984651240167004
113984651240167004_2,3,113984651240167004_2,1,1,113984651240167004
113984651240167004_3,4,113984651240167004_3,1,1,113984651240167004
113984651240167004_4,5,113984651240167004_4,1,1,113984651240167004
113984651240167004_5,6,113984651240167004_5,1,1,113984651240167004
113984651240167004_6,7,113984651240167004_6,1,1,113984651240167004
113984651240167004_7,8,113984651240167004_7,1,1,113984651240167004
113984651240167004_8,9,113984651240167004_8,1,1,113984651240167004
113984651240167004_9,10,113984651240167004_9,1,1,113984651240167004
113984651240167004_10,11,113984651240167004_10,1,1,113984651240167004
113984651240167004_11,12,113984651240167004_11,1,1,113984651240167004
113984651240167004_12,13,113984651240167004_12,1,1,113984651240167004
113984651240167004_13,14,113984651240167004_13,1,1,113984651240167004
113984651240167004_14,15,113984651240167004_14,1,1,113984651240167004
113984651240167004_15,16,113984651240167004_15,1,1,113984651240167004
113984651240167004_16,17,113984651240167004_16,1,1,113984651240167004
113984651240167004_17,18,113984651240167004_17,1,1,113984651240167004
113984651240167004_18,19,113984651240167004_18,1,1,113984651240167004
113984651240167004_19,20,113984651240167004_19,1,1,113984651240167004
113984651240167004_20,21,113984651240167004_20,1,1,113984651240167004
113984651240167004_21,22,113984651240167004_21,1,1,113984651240167004
113984651240167004_22,23,113984651240167004_22,1,1,113984651240167004
113984651240167004_23,24,113984651240167004_23,1,1,113984651240167004
113984651240167004_24,25,113984651240167004_24,1,1,113984651240167004
113984651240167004_25,26,113984651240167004_25,1,1,113984651240167004
113984651240167004_26,27,113984651240167004_26,1,1,113984651240167004
113197742237008000_1,2,113197742237008000_1,2,1,113197742237008000
113197742237008000_2,3,113197742237008000_2,1,1,113197742237008000
113197742237008000_3,4,113197742237008000_3,1,1,113197742237008000
113197742237008000_4,5,113197742237008000_4,1,2,113197742237008000
113197744237008000_1,2,113197744237008000_1,2,1,113197744237008000
113197744237008000_2,3,113197744237008000_2,1,1,113197744237008000
113197744237008000_3,4,113197744237008000_3,1,1,113197744237008000
113197744237008000_4,5,113197744237008000_4,1,1,113197744237008000
113197744237008000_5,6,113197744237008000_5,1,1,113197744237008000
113197744237008000_6,7,113197744237008000_6,1,1,113197744237008000
113197744237008000_7,8,113197744237008000_7,1,1,113197744237008000
113197744237008000_8,9,113197744237008000_8,1,1,113197744237008000
113197744237008000_9,10,113197744237008000_9,1,1,113197744237008000
113197744237008000_10,11,113197744237008000_10,1,1,113197744237008000
113197744237008000_11,12,113197744237008000_11,1,1,113197744237008000
113197744237008000_12,13,113197744237008000_12,1,1,113197744237008000
113197744237008000_13,14,113197744237008000_13,1,1,113197744237008000
113197744237008000_14,15,113197744237008000_14,1,1,113197744237008000
113197744237008000_15,16,113197744237008000_15,1,1,113197744237008000
113197744237008000_16,17,113197744237008000_16,1,1,113197744237008000
113197744237008000_17,18,113197744237008000_17,1,1,113197744237008000
113197744237008000_18,19,113197744237008000_18,1,1,113197744237008000
113197744237008000_19,20,113197744237008000_19,1,1,113197744237008000
113197744237008000_20,21,113197744237008000_20,1,1,113197744237008000
113197744237008000_21,22,113197744237008000_21,1,1,113197744237008000
113197744237008000_22,23,113197744237008000_22,1,1,113197744237008000
113197744237008000_23,24,113197744237008000_23,1,1,113197744237008000
113197744237008000_24,25,113197744237008000_24,1,1,113197744237008000
113197744237008000_25,26,113197744237008000_25,1,1,113197744237008000
113197744237008000_26,27,113197744237008000_26,1,1,113197744237008000
113197744237008000_27,28,113197744237008000_27,1,2,113197744237008000
113197748237008000_1,2,113197748237008000_1,1,1,113197748237008000
113197748237008000_2,3,113197748237008000_2,1,1,113197748237008000
113197748237008000_3,4,113197748237008000_3,1,1,113197748237008000
113197748237008000_4,5,113197748237008000_4,1,2,113197748237008000
113197806237008000_1,2,113197806237008000_1,2,1,113197806237008000
113197806237008000_2,3,113197806237008000_2,1,1,113197806237008000
113197806237008000_3,4,113197806237008000_3,1,1,113197806237008000
113197806237008000_4,5,113197806237008000_4,1,1,113197806237008000
113197806237008000_5,6,113197806237008000_5,1,1,113197806237008000
113197806237008000_6,7,113197806237008000_6,1,1,113197806237008000
113197806237008000_7,8,113197806237008000_7,1,1,113197806237008000
113197806237008000_8,9,113197806237008000_8,1,1,113197806237008000
113197806237008000_9,10,113197806237008000_9,1,1,113197806237008000
113197806237008000_10,11,113197806237008000_10,1,1,113197806237008000
113197806237008000_11,12,113197806237008000_11,1,1,113197806237008000
113197806237008000_12,13,113197806237008000_12,1,1,113197806237008000
113197806237008000_13,14,113197806237008000_13,1,1,113197806237008000
113197806237008000_14,15,113197806237008000_14,1,1,113197806237008000
113197806237008000_15,16,113197806237008000_15,1,2,113197806237008000
113203871237033500_1,2,113203871237033500_1,2,1,113203871237033500
113203871237033500_2,3,113203871237033500_2,1,1,113203871237033500
113203871237033500_3,4,113203871237033500_3,1,1,113203871237033500
113203871237033500_4,5,113203871237033500_4,1,1,113203871237033500
113203871237033500_5,6,113203871237033500_5,1,1,113203871237033500
113203871237033500_6,7,113203871237033500_6,1,1,113203871237033500
113203871237033500_7,8,113203871237033500_7,1,1,113203871237033500
113203871237033500_8,9,113203871237033500_8,1,1,113203871237033500
113203871237033500_9,10,113203871237033500_9,1,1,113203871237033500
113203871237033500_10,11,113203871237033500_10,1,1,113203871237033500
113203871237033500_11,12,113203871237033500_11,1,1,113203871237033500
113203871237033500_12,13,113203871237033500_12,1,1,113203871237033500
113203871237033500_13,14,113203871237033500_13,1,1,113203871237033500
113203871237033500_14,15,113203871237033500_14,1,1,113203871237033500
113203871237033500_15,16,113203871237033500_15,1,1,113203871237033500
113203871237033500_16,17,113203871237033500_16,1,1,113203871237033500
113203871237033500_17,18,113203871237033500_17,1,1,113203871237033500
113203871237033500_18,19,113203871237033500_18,1,1,113203871237033500
113203871237033500_19,20,113203871237033500_19,1,1,113203871237033500
