id, location_val
113010049236464500_2,791200.4552388521 7086192.476978424
113010049236464500_3,790770.8136539663 7086347.332433558
113010049236464500_4,790379.5117797621 7086375.639982633
113010049236464500_5,789918.8943622818 7086380.335691065
113010056236464500_1,795525.0371433651 7089608.268282967
113010056236464500_2,794829.780332775 7089001.581994575
113010056236464500_3,794630.5109702 7088590.1417272985
113010056236464500_4,794329.8495352095 7088358.494957708
113010056236464500_5,794173.4581747747 7088127.1857447075
114036850240383004_1,795530.0520240929 7089599.546609969
114036850240383004_2,794829.780332775 7089001.581994575
114036850240383004_3,794630.5109702 7088590.1417272985
114036850240383004_4,794329.8495352095 7088358.494957708
114036850240383004_5,794173.4581747747 7088127.1857447075
114036850240383004_6,794106.1602175038 7087848.444130835
114036850240383004_7,793794.5466775964 7087903.1660566665
114036850240383004_8,793662.9921099227 7087514.092060708
114036850240383004_9,793498.3627819663 7087123.353275662
114036850240383004_10,793423.4482400334 7086850.070941126
114036850240383004_11,793568.8660681719 7086525.191790804
114036850240383004_12,793822.0345954087 7086028.550541068
113836031239379008_1,798683.4600820498 7083430.932563249
113836031239379008_2,799369.2253254747 7083269.430894472
113836031239379008_3,799793.9856907134 7083580.364595277
113836031239379008_4,800136.7457954104 7083816.948624328
113836031239379008_5,800654.5415777927 7084075.889551018
113836031239379008_6,801335.7826857946 7084391.363202801
113836031239379008_7,802126.3024465895 7084393.200449218
113836031239379008_8,802551.2421175723 7084685.515476818
113836031239379008_9,802944.4373344271 7084524.090542454
113836031239379008_10,803354.0403294072 7083795.207847352
113836035239379008_1,793208.2545513845 7084410.774200325
113836035239379008_2,793343.0064642995 7084902.101793931
113836035239379008_3,794053.3805866762 7085330.8848609235
113836035239379008_4,794579.9101340525 7085070.010707159
113836035239379008_5,795112.2310132389 7084766.364500399
113836035239379008_6,795431.8431023409 7084540.058055154
113836035239379008_7,795882.2830777818 7084160.725640915
113836035239379008_8,796180.1108614821 7084092.169446649
113836035239379008_9,796649.3797592055 7084060.713956976
113836035239379008_10,797214.8621481258 7083883.373504881
113836035239379008_11,797515.8658892175 7083788.522640934
113836035239379008_12,798683.4600820498 7083430.932563249
113836035239379008_13,799369.2253254747 7083269.430894472
113836035239379008_14,799793.9856907134 7083580.364595277
113836035239379008_15,800136.7457954104 7083816.948624328
113836035239379008_16,800654.5415777927 7084075.889551018
113836035239379008_17,801335.7826857946 7084391.363202801
113836035239379008_18,802126.3024465895 7084393.200449218
113836035239379008_19,802551.2421175723 7084685.515476818
113836035239379008_20,802944.4373344271 7084524.090542454
113836035239379008_21,803344.4789215086 7083793.135270346
113836039239379008_1,793208.2545513845 7084410.774200325
113836039239379008_2,793343.0064642995 7084902.101793931
113836039239379008_3,794053.3805866762 7085330.8848609235
113836039239379008_4,794579.9101340525 7085070.010707159
113836039239379008_5,795112.2310132389 7084766.364500399
113836039239379008_6,795431.8431023409 7084540.058055154
113836039239379008_7,795882.2830777818 7084160.725640915
113836039239379008_8,796180.1108614821 7084092.169446649
113836039239379008_9,796649.3797592055 7084060.713956976
113836039239379008_10,797214.8621481258 7083883.373504881
113836039239379008_11,797515.8658892175 7083788.522640934
113836039239379008_12,798683.4600820498 7083430.932563249
113836039239379008_13,799369.2253254747 7083269.430894472
113836039239379008_14,799793.9856907134 7083580.364595277
113836039239379008_15,800136.7457954104 7083816.948624328
113836039239379008_16,800654.5415777927 7084075.889551018
113836039239379008_17,801335.7826857946 7084391.363202801
113836039239379008_18,802126.3024465895 7084393.200449218
113836039239379008_19,802551.2421175723 7084685.515476818
113836039239379008_20,802944.4373344271 7084524.090542454
113836039239379008_21,803354.0403294072 7083795.207847352
113836051239379008_1,793208.2545513845 7084410.774200325
113836051239379008_2,793343.0064642995 7084902.101793931
113836051239379008_3,794053.3805866762 7085330.8848609235
113836051239379008_4,794579.9101340525 7085070.010707159
113836051239379008_5,795112.2310132389 7084766.364500399
113836051239379008_6,795431.8431023409 7084540.058055154
113836051239379008_7,795882.2830777818 7084160.725640915
113836051239379008_8,796180.1108614821 7084092.169446649
113836051239379008_9,796649.3797592055 7084060.713956976
113836051239379008_10,797214.8621481258 7083883.373504881
113836051239379008_11,797515.8658892175 7083788.522640934
113836051239379008_12,798683.4600820498 7083430.932563249
113836051239379008_13,799369.2253254747 7083269.430894472
113836051239379008_14,799793.9856907134 7083580.364595277
113836051239379008_15,800136.7457954104 7083816.948624328
113836051239379008_16,800654.5415777927 7084075.889551018
113836051239379008_17,801335.7826857946 7084391.363202801
113836051239379008_18,802126.3024465895 7084393.200449218
113836051239379008_19,802551.2421175723 7084685.515476818
113836051239379008_20,802944.4373344271 7084524.090542454
113836051239379008_21,803344.4789215086 7083793.135270346
113836109239379008_1,793208.2545513845 7084410.774200325
113836109239379008_2,793343.0064642995 7084902.101793931
113836109239379008_3,794053.3805866762 7085330.8848609235
113836109239379008_4,794579.9101340525 7085070.010707159
113836109239379008_5,795112.2310132389 7084766.364500399
113836109239379008_6,795431.8431023409 7084540.058055154
113836109239379008_7,795882.2830777818 7084160.725640915
113836109239379008_8,796180.1108614821 7084092.169446649
113836109239379008_9,796649.3797592055 7084060.713956976
113836109239379008_10,797214.8621481258 7083883.373504881
113836109239379008_11,797515.8658892175 7083788.522640934
113836109239379008_12,798683.4600820498 7083430.932563249
113836109239379008_13,799369.2253254747 7083269.430894472
113836109239379008_14,799793.9856907134 7083580.364595277
113836109239379008_15,800136.7457954104 7083816.948624328
113836109239379008_16,800654.5415777927 7084075.889551018
113836109239379008_17,801335.7826857946 7084391.363202801
113836109239379008_18,802126.3024465895 7084393.200449218
113836109239379008_19,802551.2421175723 7084685.515476818
113836109239379008_20,802944.4373344271 7084524.090542454
113836109239379008_21,803354.0403294072 7083795.207847352
113836407239379008_1,798683.4600820498 7083430.932563249
113836407239379008_2,799369.2253254747 7083269.430894472
113836407239379008_3,799793.9856907134 7083580.364595277
113836407239379008_4,800136.7457954104 7083816.948624328
113836407239379008_5,800654.5415777927 7084075.889551018
113836407239379008_6,801335.7826857946 7084391.363202801
113836407239379008_7,802126.3024465895 7084393.200449218
113836407239379008_8,802551.2421175723 7084685.515476818
113836407239379008_9,802944.4373344271 7084524.090542454
113836407239379008_10,803344.4789215086 7083793.135270346
113836472239379008_1,789485.3967607218 7080586.032477452
113836472239379008_2,790487.0850969041 7080743.439479666
113836472239379008_3,791098.3076516546 7080747.485712519
113836472239379008_4,791360.6277648805 7081288.199776829
113836472239379008_5,791607.6175114599 7081727.457899926
113836472239379008_6,791817.5077457456 7082226.316889476
113836472239379008_7,792131.1898174332 7082824.335117036
113836472239379008_8,792630.7494234397 7083361.697420811
113836472239379008_9,793021.5021221124 7083849.24419167
113836472239379008_10,793218.733995738 7084408.719903713
113836472239379008_11,793343.0064642995 7084902.101793931
113836472239379008_12,794053.3805866762 7085330.8848609235
113836472239379008_13,794579.9101340525 7085070.010707159
113836472239379008_14,795112.2310132389 7084766.364500399
113836472239379008_15,795431.8431023409 7084540.058055154
113836472239379008_16,795882.2830777818 7084160.725640915
113836472239379008_17,796180.1108614821 7084092.169446649
113836472239379008_18,796649.3797592055 7084060.713956976
113836472239379008_19,797214.8621481258 7083883.373504881
113836472239379008_20,797515.8658892175 7083788.522640934
113836472239379008_21,798683.4600820498 7083430.932563249
113836472239379008_22,799369.2253254747 7083269.430894472
113836472239379008_23,799793.9856907134 7083580.364595277
113836472239379008_24,800136.7457954104 7083816.948624328
113836472239379008_25,800654.5415777927 7084075.889551018
113836472239379008_26,801335.7826857946 7084391.363202801
113836472239379008_27,802126.3024465895 7084393.200449218
113836472239379008_28,802551.2421175723 7084685.515476818
113836472239379008_29,802944.4373344271 7084524.090542454
113836472239379008_30,803354.0403294072 7083795.207847352
113836033239379008_1,803354.0403294072 7083795.207847352
113836033239379008_2,802928.966293756 7084559.256893193
113836033239379008_3,802533.7613545597 7084672.818877038
113836033239379008_4,802084.2165763594 7084386.631940698
113836033239379008_5,801304.3596028133 7084388.339080983
113836033239379008_6,800616.7744810918 7084017.570475199
113836033239379008_7,800089.0099763458 7083806.280426774
113836033239379008_8,799776.0305020704 7083562.094389312
113836033239379008_9,799327.486957744 7083270.470456228
113836033239379008_10,798641.842719488 7083449.147578557
113836033239379008_11,797455.1135224223 7083811.5398121625
113836033239379008_12,797179.0346720896 7083897.910060552
113836033239379008_13,796613.8942122988 7084076.040445896
113836033239379008_14,796141.5598663827 7084084.815162032
113836033239379008_15,795865.7746454589 7084197.230636426
113836033239379008_16,795408.6724788806 7084570.2073931955
113836033239379008_17,795092.8258254961 7084815.866014111
113836033239379008_18,794545.1269438771 7085098.740284088
113836033239379008_19,793974.1443195399 7085326.314518119
113836033239379008_20,793328.634134639 7084871.203343844
113836033239379008_21,793189.6255606742 7084364.19772734
113836037239379008_1,803344.4789215086 7083793.135270346
113836037239379008_2,802928.966293756 7084559.256893193
113836037239379008_3,802533.7613545597 7084672.818877038
113836037239379008_4,802084.2165763594 7084386.631940698
113836037239379008_5,801304.3596028133 7084388.339080983
113836037239379008_6,800616.7744810918 7084017.570475199
113836037239379008_7,800089.0099763458 7083806.280426774
113836037239379008_8,799776.0305020704 7083562.094389312
113836037239379008_9,799327.486957744 7083270.470456228
113836037239379008_10,798641.842719488 7083449.147578557
113836037239379008_11,797455.1135224223 7083811.5398121625
113836037239379008_12,797179.0346720896 7083897.910060552
113836037239379008_13,796613.8942122988 7084076.040445896
113836037239379008_14,796141.5598663827 7084084.815162032
113836037239379008_15,795865.7746454589 7084197.230636426
113836037239379008_16,795408.6724788806 7084570.2073931955
113836037239379008_17,795092.8258254961 7084815.866014111
113836037239379008_18,794545.1269438771 7085098.740284088
113836037239379008_19,793974.1443195399 7085326.314518119
113836037239379008_20,793328.634134639 7084871.203343844
113836037239379008_21,793189.6255606742 7084364.19772734
113836041239379008_1,803354.0403294072 7083795.207847352
113836041239379008_2,802928.966293756 7084559.256893193
113836041239379008_3,802533.7613545597 7084672.818877038
113836041239379008_4,802084.2165763594 7084386.631940698
113836041239379008_5,801304.3596028133 7084388.339080983
113836041239379008_6,800616.7744810918 7084017.570475199
113836041239379008_7,800089.0099763458 7083806.280426774
113836041239379008_8,799776.0305020704 7083562.094389312
113836041239379008_9,799327.486957744 7083270.470456228
113836041239379008_10,798641.842719488 7083449.147578557
113836041239379008_11,797455.1135224223 7083811.5398121625
113836041239379008_12,797179.0346720896 7083897.910060552
113836041239379008_13,796613.8942122988 7084076.040445896
113836041239379008_14,796141.5598663827 7084084.815162032
113836041239379008_15,795865.7746454589 7084197.230636426
113836041239379008_16,795408.6724788806 7084570.2073931955
113836041239379008_17,795092.8258254961 7084815.866014111
113836041239379008_18,794545.1269438771 7085098.740284088
113836041239379008_19,793974.1443195399 7085326.314518119
113836041239379008_20,793328.634134639 7084871.203343844
113836041239379008_21,793189.6255606742 7084364.19772734
113836298239379008_1,802928.966293756 7084559.256893193
113836298239379008_2,802533.7613545597 7084672.818877038
113836298239379008_3,802084.2165763594 7084386.631940698
113836298239379008_4,801304.3596028133 7084388.339080983
113836298239379008_5,800616.7744810918 7084017.570475199
113836298239379008_6,800089.0099763458 7083806.280426774
113836298239379008_7,799776.0305020704 7083562.094389312
113836298239379008_8,799327.486957744 7083270.470456228
113836298239379008_9,798641.842719488 7083449.147578557
